Scene name,Original Tag,Corrected Tag,Num Corrections
00466-xAHnY3QzFUN,"window ","window",1
00475-g7hUFVNac26," ceiling lamp","ceiling lamp",1
00475-g7hUFVNac26," wall lamp","wall lamp",1
00475-g7hUFVNac26," wall","wall",1
00475-g7hUFVNac26,"deccoration","decoration",18
00475-g7hUFVNac26,"door ","door",3
00475-g7hUFVNac26,"terrace door","door",2
00475-g7hUFVNac26,"tiled floor","floor",8
00475-g7hUFVNac26,"toilet bin","trash can",5
00475-g7hUFVNac26,"towel holder","towel bar",8
00475-g7hUFVNac26,"trash bin","trashcan",5
00476-NtnvZSMK3en,"ceiliing lamp","ceiling lamp",1
00476-NtnvZSMK3en,"ceiliing","ceiling",5
00476-NtnvZSMK3en,"doorframe","door frame",6
00476-NtnvZSMK3en,"shelf /w clutter","shelf with clutter",2
00487-erXNfWVjqZ8,"WALL","wall",1
00487-erXNfWVjqZ8,"arm chair","armchair",2
00487-erXNfWVjqZ8,"books","book",3
00487-erXNfWVjqZ8,"broom stick","broomstick",1
00487-erXNfWVjqZ8,"coffe machine","coffee machine",1
00487-erXNfWVjqZ8,"coffe table","coffee table",1
00487-erXNfWVjqZ8,"flower pot","flowerpot",4
00487-erXNfWVjqZ8,"glove","gloves",1
00487-erXNfWVjqZ8,"heater  piping","heater piping",3
00487-erXNfWVjqZ8,"night table","nightstand",2
00487-erXNfWVjqZ8,"plasma tv","tv",1
00487-erXNfWVjqZ8,"shelf /w clutter","shelf with clutter",1
00487-erXNfWVjqZ8,"staircaise handrail","staircase handrail",4
00487-erXNfWVjqZ8,"supporting beam","support beam",1
00487-erXNfWVjqZ8,"telephpne","telephone",1
00487-erXNfWVjqZ8,"toilet ","toilet",1
00487-erXNfWVjqZ8,"toilet paper holder","toilet paper dispenser",1
00487-erXNfWVjqZ8,"toilet plunger","plunger",1
00487-erXNfWVjqZ8,"towel holder","towel bar",3
00487-erXNfWVjqZ8,"unknowm","unknown",1
00487-erXNfWVjqZ8,"vaccum cleaner","vacuum cleaner",1
00487-erXNfWVjqZ8,"valve","plumbing",1
00487-erXNfWVjqZ8,"wadrobe","wardrobe",1
00487-erXNfWVjqZ8,"wall ","wall",1
00487-erXNfWVjqZ8,"washbasin countertop","washbasin counter",1
00487-erXNfWVjqZ8,"window shades","window shade",1
00495-CQWES1bawee,"boxes /w books","boxes with books",1
00495-CQWES1bawee,"doorframe","door frame",23
00495-CQWES1bawee,"shelf /w art","shelf with art",1
00495-CQWES1bawee,"tablecloth","table cloth",2
00495-CQWES1bawee,"toilet bin","trash can",3
00495-CQWES1bawee,"trash bin","trashcan",2
00495-CQWES1bawee,"unknown clutter","clutter",56
00495-CQWES1bawee,"unknown kitchen appliance","kitchen appliance",4
00495-CQWES1bawee,"unknown kitchen stuff","unknown",1
00495-CQWES1bawee,"unkown clutter","clutter",1
00495-CQWES1bawee,"unkown","unknown",1
00506-QVAA6zecMHu,"door ","door",3
00506-QVAA6zecMHu,"remote","remote control",2
00508-4vwGX7U38Ux,"door drame","door frame",2
00508-4vwGX7U38Ux,"tabletop","table",3
00508-4vwGX7U38Ux,"toilet bin","trash can",3
00508-4vwGX7U38Ux,"warderobe","wardrobe",1
00525-iKFn6fzyRqs,"toilet plunger","plunger",2
00525-iKFn6fzyRqs,"trash bin","trashcan",5
00525-iKFn6fzyRqs,"vanity table","vanity",1
00529-W9YAR9qcuvN,"courtain","curtain",5
00529-W9YAR9qcuvN,"trash bin","trashcan",3
00529-W9YAR9qcuvN,"ventilator","ventilation",1
00534-DBBESbk4Y3k,"dishwasher machine","dishwasher",1
00534-DBBESbk4Y3k,"small table","table",1
00534-DBBESbk4Y3k,"terrace door","door",1
00534-DBBESbk4Y3k,"towel rod","towel bar",3
00537-oahi4u45xMf,"blinder","blinds",1
00537-oahi4u45xMf,"ceiling duck","ceiling duct",1
00537-oahi4u45xMf,"trash bin","trashcan",2
00537-oahi4u45xMf,"unknown wall","wall",1
00538-3CBBjsNkhqW,"doorframe","door frame",26
00538-3CBBjsNkhqW,"shelf/cabinet","shelf / cabinet",1
00538-3CBBjsNkhqW,"tablecloth","table cloth",1
00538-3CBBjsNkhqW,"toilet bin","trash can",2
00538-3CBBjsNkhqW,"toilet paper holder","toilet paper dispenser",2
00538-3CBBjsNkhqW,"trash bin","trashcan",3
00538-3CBBjsNkhqW,"unknown clutter","clutter",28
00538-3CBBjsNkhqW,"unknown wall","wall",3
00539-zUG6FL9TYeR,"door  frame","door frame",1
00539-zUG6FL9TYeR,"door ","door",7
00539-zUG6FL9TYeR,"floor ","floor",1
00539-zUG6FL9TYeR,"support beam ","support beam",1
00539-zUG6FL9TYeR,"table vase","vase",1
00539-zUG6FL9TYeR,"tabletop","table",3
00539-zUG6FL9TYeR,"trash bin","trashcan",2
00539-zUG6FL9TYeR,"window ","window",2
00539-zUG6FL9TYeR,"window frame ","window frame",1
00539-zUG6FL9TYeR,"windowframe","window frame",1
00541-FnDDfrBZPhh,"documents","document",1
00541-FnDDfrBZPhh,"dryer","clothes dryer",1
00541-FnDDfrBZPhh,"drywall boards","drywall board",3
00541-FnDDfrBZPhh,"dvd movies","dvd",1
00541-FnDDfrBZPhh,"heat vent","vent",4
00541-FnDDfrBZPhh,"heating vent","vent",2
00541-FnDDfrBZPhh,"high chair","highchair",1
00541-FnDDfrBZPhh,"leaflet","leaflets",1
00541-FnDDfrBZPhh,"microweave","microwave",1
00541-FnDDfrBZPhh,"night table","nightstand",2
00541-FnDDfrBZPhh,"organizer drawers","drawers",3
00541-FnDDfrBZPhh,"pipes","pipe",3
00541-FnDDfrBZPhh,"rain shower","showerhead",1
00541-FnDDfrBZPhh,"remote","remote control",1
00541-FnDDfrBZPhh,"shelves","shelving",3
00541-FnDDfrBZPhh,"shoes","shoe",6
00541-FnDDfrBZPhh,"sound bar","soundbar",1
00541-FnDDfrBZPhh,"stuffed duck","stuffed animal",2
00541-FnDDfrBZPhh,"toolbox","tool box",1
00541-FnDDfrBZPhh,"toothbrush cup","cup",1
00541-FnDDfrBZPhh,"towel rail","towel bar",1
00541-FnDDfrBZPhh,"toys","toy",2
00541-FnDDfrBZPhh,"trash can","trashcan",1
00541-FnDDfrBZPhh,"tv table","tv stand",2
00541-FnDDfrBZPhh,"wifi repeater","wifi router",1
00541-FnDDfrBZPhh,"woor frame","frame",1
00546-nS8T59Aw3sf,"books","book",12
00546-nS8T59Aw3sf,"cupboard","cabinet",1
00546-nS8T59Aw3sf,"dust bin","dustbin",1
00546-nS8T59Aw3sf,"jewlery box","jewelry box",6
00546-nS8T59Aw3sf,"kitchen countertop","kitchen counter",2
00546-nS8T59Aw3sf,"remote","remote control",1
00546-nS8T59Aw3sf,"teddy bear","stuffed animal",1
00546-nS8T59Aw3sf,"terrace door","door",1
00546-nS8T59Aw3sf,"windo","window",1
00547-9h5JJxM6E5S,"books","book",11
00547-9h5JJxM6E5S,"night table","nightstand",2
00547-9h5JJxM6E5S,"terrace door","door",1
00547-9h5JJxM6E5S,"toilet paper holder","toilet paper dispenser",1
00547-9h5JJxM6E5S,"towel holder","towel bar",2
00547-9h5JJxM6E5S,"windowsill","window frame",2
00557-fRZhp6vWGw7,"bookcase","bookshelf",2
00557-fRZhp6vWGw7,"books","book",6
00557-fRZhp6vWGw7,"dreser","dresser",1
00557-fRZhp6vWGw7,"kitchen countertop","kitchen counter",4
00557-fRZhp6vWGw7,"staircase handrair","staircase handrail",3
00557-fRZhp6vWGw7,"toilet counter","counter",1
00557-fRZhp6vWGw7,"toilet paper holder","toilet paper dispenser",1
00557-fRZhp6vWGw7,"wall decoration","picture",11
00560-gjhYih4upQ9,"curtain ","curtain",1
00560-gjhYih4upQ9,"door ","door",5
00560-gjhYih4upQ9,"floor ","floor",1
00560-gjhYih4upQ9,"tabletop","table",5
00560-gjhYih4upQ9,"towel holder","towel bar",1
00560-gjhYih4upQ9,"trash bin","trashcan",3
00560-gjhYih4upQ9,"wardobe","wardrobe",2
00560-gjhYih4upQ9,"window ","window",1
00567-KjZrPggnHm8,"door ","door",1
00567-KjZrPggnHm8,"toilet flush","handle",3
00567-KjZrPggnHm8,"toilet paper holder","toilet paper dispenser",1
00567-KjZrPggnHm8,"towel holder","towel bar",1
00567-KjZrPggnHm8,"trash bin","trashcan",1
00567-KjZrPggnHm8,"wall sticker","decoration",4
00569-YJDUB7hWg9h,"handshower","showerhead",2
00569-YJDUB7hWg9h,"shelf ","shelf",1
00569-YJDUB7hWg9h,"toilet handle","handle",3
00569-YJDUB7hWg9h,"trash bin","trashcan",1
00569-YJDUB7hWg9h,"unknown picture/window","picture",1
00582-TYDavTf8oyy," wall panel","wall panel",2
00582-TYDavTf8oyy,"ceiling ","ceiling",1
00582-TYDavTf8oyy,"celing ","ceiling",1
00582-TYDavTf8oyy,"celing lamp","ceiling lamp",1
00582-TYDavTf8oyy,"curtain  rod","curtain rod",1
00582-TYDavTf8oyy,"curtain ","curtain",2
00582-TYDavTf8oyy,"schoe","shoe",11
00582-TYDavTf8oyy,"stairs ","stairs",1
00582-TYDavTf8oyy,"terrace door","door",1
00582-TYDavTf8oyy,"tiled floor","floor",2
00582-TYDavTf8oyy,"toiled paper","toilet paper",1
00582-TYDavTf8oyy,"toilet bin","trash can",3
00582-TYDavTf8oyy,"trash bin","trashcan",2
00582-TYDavTf8oyy,"windor","window",1
00590-qgZhhx1MpTi,"table tray","tray",1
00590-qgZhhx1MpTi,"tabletop","table",3
00590-qgZhhx1MpTi,"toilet bin","trash can",1
00590-qgZhhx1MpTi,"warderobe","wardrobe",3
00591-JptJPosx1Z6,"dool","doll",1
00591-JptJPosx1Z6,"toilet paper ","toilet paper",1
00591-JptJPosx1Z6,"towel holder","towel bar",1
00591-JptJPosx1Z6,"trash bin ","trashcan",1
00591-JptJPosx1Z6,"trash bin","trashcan",1
00592-CthA7sQNTPK,"books","book",1
00592-CthA7sQNTPK,"ceilling lamp","ceiling lamp",1
00592-CthA7sQNTPK,"night table","nightstand",2
00592-CthA7sQNTPK,"uknknown","unknown",1
00592-CthA7sQNTPK,"uknown","unknown",7
00598-mt9H8KcxRKD,"tabletop","table",1
00598-mt9H8KcxRKD,"toilet bin","trash can",3
00598-mt9H8KcxRKD,"warderobe","wardrobe",1
00606-W16Bm4ysK8v,"doorframe","door frame",1
00606-W16Bm4ysK8v,"tablecloth","table cloth",1
00606-W16Bm4ysK8v,"tabletop","table",5
00606-W16Bm4ysK8v,"toilet paper holder","toilet paper dispenser",1
00606-W16Bm4ysK8v,"toolbox","tool box",2
00606-W16Bm4ysK8v,"trash bin","trashcan",4
00606-W16Bm4ysK8v,"unknwon","unknown",1
00612-GsQBY83r3hb,"tiled floor","floor",1
00619-R9fYpvCUkV7,"dumb bell","dumbbell",4
00619-R9fYpvCUkV7,"dumbbel","dumbbell",4
00619-R9fYpvCUkV7,"excersie ball","exercise ball",1
00619-R9fYpvCUkV7,"excersie equipment","exercise equipment",2
00619-R9fYpvCUkV7,"gym-equipment","gym equipment",2
00619-R9fYpvCUkV7,"multi-gym","gym equipment",1
00619-R9fYpvCUkV7,"tiled floor","floor",1
00619-R9fYpvCUkV7,"trash can","trashcan",1
00619-R9fYpvCUkV7,"trophies","trophy",2
00619-R9fYpvCUkV7,"wall painting","painting",1
00619-R9fYpvCUkV7,"washbasin cabinet","wash cabinet",2
00624-ooq3SnvC79d,"TV remote","tv remote",1
00624-ooq3SnvC79d,"cutting boards","cutting board",1
00624-ooq3SnvC79d,"documents","document",7
00624-ooq3SnvC79d,"dryer","clothes dryer",1
00624-ooq3SnvC79d,"hairbrush","hair brush",2
00624-ooq3SnvC79d,"kitchen utensils","kitchen utensil",2
00624-ooq3SnvC79d,"mattress","bed",1
00624-ooq3SnvC79d,"office drawer","drawers",1
00624-ooq3SnvC79d,"office phone","phone",1
00624-ooq3SnvC79d,"office utensils","utensil",1
00624-ooq3SnvC79d,"pots","pot",1
00624-ooq3SnvC79d,"scales","scale",1
00624-ooq3SnvC79d,"shoes","shoe",6
00624-ooq3SnvC79d,"toilet flush","handle",2
00624-ooq3SnvC79d,"toilet paper holder","toilet paper dispenser",3
00624-ooq3SnvC79d,"towel holder","towel bar",3
00624-ooq3SnvC79d,"trash bin","trashcan",3
00624-ooq3SnvC79d,"window ","window",1
00626-XiJhRLvpKpX,"books","book",1
00626-XiJhRLvpKpX,"ceiiling","ceiling",1
00626-XiJhRLvpKpX,"doorframe","door frame",14
00626-XiJhRLvpKpX,"doors","door",1
00626-XiJhRLvpKpX,"garden swing","swing",1
00626-XiJhRLvpKpX,"night table","nightstand",1
00626-XiJhRLvpKpX,"rocks","rock",1
00626-XiJhRLvpKpX,"small table","table",1
00626-XiJhRLvpKpX,"table plant","plant",2
00626-XiJhRLvpKpX,"tiled floor","floor",1
00626-XiJhRLvpKpX,"trash bin","trashcan",6
00638-iePHCSf119p,"cupboard","cabinet",3
00638-iePHCSf119p,"documents","document",1
00638-iePHCSf119p,"doors","door",2
00638-iePHCSf119p,"flowers","flower",1
00638-iePHCSf119p,"framed document","document",3
00638-iePHCSf119p,"highchairs","highchair",1
00638-iePHCSf119p,"kegerator","keg",2
00638-iePHCSf119p,"photography","photo",43
00638-iePHCSf119p,"planter","pot",2
00638-iePHCSf119p,"shelves","shelving",9
00638-iePHCSf119p,"spray can ","spray can",1
00638-iePHCSf119p,"toy car","toy",1
00638-iePHCSf119p,"trash can","trashcan",1
00638-iePHCSf119p,"ups","unknown",1
00643-ggNAcMh8JPT,"terrace door","door",1
00643-ggNAcMh8JPT,"tiled floor","floor",7
00643-ggNAcMh8JPT,"toolbox","tool box",3
00643-ggNAcMh8JPT,"towel holder","towel bar",2
00657-TSJmdttd2GV,"books","book",23
00657-TSJmdttd2GV,"hood","range hood",1
00657-TSJmdttd2GV,"night table","nightstand",11
00657-TSJmdttd2GV,"tablecloth","table cloth",2
00657-TSJmdttd2GV,"toester","toaster",1
00657-TSJmdttd2GV,"toilet paper holder","toilet paper dispenser",1
00657-TSJmdttd2GV,"trash bin","trashcan",8
00657-TSJmdttd2GV,"unknown kitchen stuff","unknown",1
00657-TSJmdttd2GV,"wal hanging decoration","decoration",1
00662-aRKASs4e8j1,"glove","gloves",1
00662-aRKASs4e8j1,"shelving ","shelving",1
00664-u5atqC7vRCY,"books","book",6
00664-u5atqC7vRCY,"box /w books","box with books",1
00664-u5atqC7vRCY,"boxes /w books","boxes with books",3
00664-u5atqC7vRCY,"coffe machine","coffee machine",1
00664-u5atqC7vRCY,"curtain rail ","curtain rail",1
00664-u5atqC7vRCY,"door  frame","door frame",1
00664-u5atqC7vRCY,"door ","door",5
00664-u5atqC7vRCY,"painting ","painting",2
00664-u5atqC7vRCY,"tabletop","table",2
00664-u5atqC7vRCY,"trash bin","trashcan",1
00664-u5atqC7vRCY,"wardobe","wardrobe",1
00664-u5atqC7vRCY,"window ","window",1
00668-6YtDG3FhNvx,"trash bin","trashcan",1
00668-6YtDG3FhNvx,"unknown clutter","clutter",1
00669-DNWbUAJYsPy,"door ","door",2
00669-DNWbUAJYsPy,"shelf/cabinet","shelf / cabinet",3
00669-DNWbUAJYsPy,"tabletop","table",1
00669-DNWbUAJYsPy,"towel holder","towel bar",3
00669-DNWbUAJYsPy,"trash bin","trashcan",2
00680-YmWinf3mhb5,"books","book",21
00680-YmWinf3mhb5,"shelves","shelving",2
00680-YmWinf3mhb5,"small table","table",1
00680-YmWinf3mhb5,"teddy bear","stuffed animal",1
00680-YmWinf3mhb5,"teepee","toilet paper",1
00680-YmWinf3mhb5,"tiled floor","floor",1
00680-YmWinf3mhb5,"towel rack","towel bar",1
00680-YmWinf3mhb5,"towel rod","towel bar",1
00680-YmWinf3mhb5,"unknown kitchen appliance","kitchen appliance",2
00680-YmWinf3mhb5,"unknown kitchen stuff","unknown",3
00685-ENiCjXWB6aQ,"bathroom utencils","bathroom utensil",15
00685-ENiCjXWB6aQ,"chest of drawres","chest of drawers",1
00685-ENiCjXWB6aQ,"coffe machine","coffee machine",1
00685-ENiCjXWB6aQ,"door mat","doormat",1
00685-ENiCjXWB6aQ,"dumb-bells","dumbbell",1
00685-ENiCjXWB6aQ,"kitchen countertop","kitchen counter",1
00685-ENiCjXWB6aQ,"office stuff","stationery",1
00685-ENiCjXWB6aQ,"pile of papers","papers",1
00685-ENiCjXWB6aQ,"shelf/cabinet","shelf / cabinet",1
00685-ENiCjXWB6aQ,"shower head","showerhead",1
00685-ENiCjXWB6aQ,"sopp bottle","soap bottle",2
00685-ENiCjXWB6aQ,"suitcase","luggage",4
00685-ENiCjXWB6aQ,"toilet holder","toilet brush holder",1
00685-ENiCjXWB6aQ,"towel holder","towel bar",4
00685-ENiCjXWB6aQ,"toys","toy",1
00685-ENiCjXWB6aQ,"trascan","trashcan",1
00685-ENiCjXWB6aQ,"trash can","trashcan",3
00685-ENiCjXWB6aQ,"unknown office stuff","unknown",2
00685-ENiCjXWB6aQ,"wash basin","washbasin",1
00685-ENiCjXWB6aQ,"washbasin cabinet","wash cabinet",4
00685-ENiCjXWB6aQ,"window fame","window frame",9
00688-SgkmkWjjmDJ,"doorframe","door frame",20
00688-SgkmkWjjmDJ,"toilet bin","trash can",1
00688-SgkmkWjjmDJ,"toilet paper holder","toilet paper dispenser",3
00688-SgkmkWjjmDJ,"toilet sink","sink",1
00696-DsEJeNPcZtE,"bathtube","bathtub",2
00696-DsEJeNPcZtE,"ceiling ","ceiling",1
00696-DsEJeNPcZtE,"door f","door frame",1
00696-DsEJeNPcZtE,"stair railing","banister",1
00696-DsEJeNPcZtE,"table /w books","table",1
00696-DsEJeNPcZtE,"tabletop","table",3
00696-DsEJeNPcZtE,"toilet bowl brush holder","toilet brush holder",1
00696-DsEJeNPcZtE,"trash bin","trashcan",2
00706-YHmAkqgwe2p,"TV stand","tv stand",1
00706-YHmAkqgwe2p,"tabletop","table",3
00706-YHmAkqgwe2p,"toilet bin","trash can",2
00712-HZ2iMMBsBQ9,"bed lamp","bedside lamp",2
00712-HZ2iMMBsBQ9,"ceiling  vent","ceiling vent",1
00712-HZ2iMMBsBQ9,"ceiling ","ceiling",2
00712-HZ2iMMBsBQ9,"ceiling light","ceiling lamp",26
00712-HZ2iMMBsBQ9,"door ","door",8
00712-HZ2iMMBsBQ9,"floor  lamp","floor lamp",1
00712-HZ2iMMBsBQ9,"lmap","lamp",1
00712-HZ2iMMBsBQ9,"mirror ","mirror",1
00712-HZ2iMMBsBQ9,"table plant","plant",1
00712-HZ2iMMBsBQ9,"window  frame","window frame",2
00712-HZ2iMMBsBQ9,"window ","window",7
00720-8B43pG641ff,"books","book",22
00720-8B43pG641ff,"box with jewellery","box with jewelry",1
00720-8B43pG641ff,"ceiling balk","unknown",1
00720-8B43pG641ff,"ceiling lan","ceiling fan",2
00720-8B43pG641ff,"ceiling light","ceiling lamp",1
00720-8B43pG641ff,"decoratrion","decoration",1
00720-8B43pG641ff,"dumbbells","dumbbell",3
00720-8B43pG641ff,"framed mirror","mirror",1
00720-8B43pG641ff,"framed picture","picture",72
00720-8B43pG641ff,"kitchen hood","range hood",1
00720-8B43pG641ff,"kitchen untensils","kitchen utensils",1
00720-8B43pG641ff,"pictrure","picture",1
00720-8B43pG641ff,"player","music player",1
00720-8B43pG641ff,"shoes","shoe",3
00720-8B43pG641ff,"towel hanger","towel bar",7
00720-8B43pG641ff,"towels","towel",1
00720-8B43pG641ff,"toys","toy",1
00720-8B43pG641ff,"trofeum","trophy",4
00720-8B43pG641ff,"unknown stuff","unknown",6
00720-8B43pG641ff,"unknown/ probably basket","basket",1
00720-8B43pG641ff,"unknown/ probably book","book",1
00720-8B43pG641ff,"unknown/ probably box","box",1
00720-8B43pG641ff,"unknown/ probably charger","charger",1
00720-8B43pG641ff,"unknown/ probably decoration","decoration",6
00720-8B43pG641ff,"unknown/ probably desk or box","box",1
00720-8B43pG641ff,"unknown/ probably framed picture","picture",1
00720-8B43pG641ff,"unknown/ probably monitor","monitor",1
00720-8B43pG641ff,"unknown/ probably sheets","sheet",1
00720-8B43pG641ff,"vase with flower","flower",1
00720-8B43pG641ff,"wardrobe door frame","wardrobe",2
00720-8B43pG641ff,"washbasin ","washbasin",1
00720-8B43pG641ff,"washbasin cabinet","wash cabinet",3
00720-8B43pG641ff,"washing liquid","detergent",3
00720-8B43pG641ff,"window ","window",2
00723-hWDDQnSDMXb," ceiling light","ceiling lamp",2
00723-hWDDQnSDMXb," toy","toy",1
00723-hWDDQnSDMXb," window frame","window frame",1
00723-hWDDQnSDMXb,"books","book",12
00723-hWDDQnSDMXb,"ceiling  light","ceiling light",1
00723-hWDDQnSDMXb,"ceiling ","ceiling",1
00723-hWDDQnSDMXb,"ceiling light","ceiling lamp",55
00723-hWDDQnSDMXb,"clothes ","clothes",1
00723-hWDDQnSDMXb,"door ","door",7
00723-hWDDQnSDMXb,"door framr","door frame",1
00723-hWDDQnSDMXb,"floer","floor",1
00723-hWDDQnSDMXb,"flower ","flower",1
00723-hWDDQnSDMXb,"night table","nightstand",2
00723-hWDDQnSDMXb,"painiting","painting",1
00723-hWDDQnSDMXb,"picture ","picture",1
00723-hWDDQnSDMXb,"shelf ","shelf",1
00723-hWDDQnSDMXb,"stoo","stool",1
00723-hWDDQnSDMXb,"tablecloth","table cloth",1
00723-hWDDQnSDMXb,"towels ","towel",1
00723-hWDDQnSDMXb,"towels","towel",3
00723-hWDDQnSDMXb,"trash bin","trashcan",2
00723-hWDDQnSDMXb,"tv led","tv",1
00723-hWDDQnSDMXb,"unknown kitchen stuff","unknown",1
00723-hWDDQnSDMXb,"wall ","wall",7
00723-hWDDQnSDMXb,"window  frame","window frame",2
00723-hWDDQnSDMXb,"window ","window",24
00732-Z2DQddYp1fn,"artframe","art frame",2
00732-Z2DQddYp1fn,"doorframe","door frame",1
00732-Z2DQddYp1fn,"shelf/cabinet","shelf / cabinet",1
00732-Z2DQddYp1fn,"tabletop","table",4
00732-Z2DQddYp1fn,"toolbox","tool box",10
00732-Z2DQddYp1fn,"towel holder","towel bar",1
00732-Z2DQddYp1fn,"trash bin","trashcan",5
00733-GtM3JtRvvvR,"balcony reiling","balcony railing",1
00733-GtM3JtRvvvR,"chest of dreawers","chest of drawers",1
00733-GtM3JtRvvvR,"kitchen countertop","kitchen counter",1
00733-GtM3JtRvvvR,"ornament plant","plant",1
00733-GtM3JtRvvvR,"ornamental plant","plant",2
00733-GtM3JtRvvvR,"oven hood","range hood",1
00733-GtM3JtRvvvR,"shower head","showerhead",1
00733-GtM3JtRvvvR,"tiled floor","floor",1
00733-GtM3JtRvvvR,"toilet paper ","toilet paper",2
00733-GtM3JtRvvvR,"toilet paper holder","toilet paper dispenser",2
00733-GtM3JtRvvvR,"toilete brush","toilet brush",1
00733-GtM3JtRvvvR,"toilete","toilet",1
00733-GtM3JtRvvvR,"towel holder","towel bar",4
00733-GtM3JtRvvvR,"wardeobe","wardrobe",1
00733-GtM3JtRvvvR,"washbasin cabinet","wash cabinet",3
00733-GtM3JtRvvvR,"window rame","window",1
00738-GPyDUnjwZQy,"ceiling air vent","ceiling vent",1
00738-GPyDUnjwZQy,"ceiling balk","unknown",1
00738-GPyDUnjwZQy,"dishwasher machine","dishwasher",1
00738-GPyDUnjwZQy,"ironing board ","ironing board",1
00738-GPyDUnjwZQy,"kitchen hood","range hood",1
00738-GPyDUnjwZQy,"mircowave","microwave",1
00738-GPyDUnjwZQy,"pc mouse","mouse",2
00738-GPyDUnjwZQy,"pipes","pipe",3
00738-GPyDUnjwZQy,"shower head","showerhead",1
00738-GPyDUnjwZQy,"teddy bear","stuffed animal",3
00738-GPyDUnjwZQy,"towel hanger","towel bar",1
00738-GPyDUnjwZQy,"towels","towel",1
00738-GPyDUnjwZQy,"tube","tv",1
00738-GPyDUnjwZQy,"tv cabinet","tv stand",1
00738-GPyDUnjwZQy,"unknown/ probably air vent","vent",1
00738-GPyDUnjwZQy,"unknown/ probably boiler","boiler",1
00738-GPyDUnjwZQy,"unknown/ probably fire detector","smoke detector",2
00738-GPyDUnjwZQy,"unknown/ probably heater","heater",2
00738-GPyDUnjwZQy,"unknown/ probably pipe","pipe",1
00738-GPyDUnjwZQy,"unknown/ probably pot","pot",1
00738-GPyDUnjwZQy,"unknown/ probably tank","tank",1
00738-GPyDUnjwZQy,"unknown/ probably washing powder","washing powder",3
00738-GPyDUnjwZQy,"washbasin cabinet","wash cabinet",2
00738-GPyDUnjwZQy,"window ","window",1
00738-GPyDUnjwZQy,"window sill","window frame",5
00741-w8GiikYuFRk,"courtain","curtain",1
00741-w8GiikYuFRk,"curtain ","curtain",4
00744-1S7LAXRdDqK,"books","book",15
00744-1S7LAXRdDqK,"night table","nightstand",3
00744-1S7LAXRdDqK,"toilet paper holder","toilet paper dispenser",2
00744-1S7LAXRdDqK,"towel holder","towel bar",2
00744-1S7LAXRdDqK,"trash bin","trashcan",2
00744-1S7LAXRdDqK,"valve","plumbing",4
00745-yX5efd48dLf,"books","book",10
00745-yX5efd48dLf,"fframe","frame",1
00745-yX5efd48dLf,"nighstand","nightstand",1
00745-yX5efd48dLf,"pictures","picture",1
00745-yX5efd48dLf,"terrace door","door",2
00745-yX5efd48dLf,"tiled floor","floor",2
00746-RTV2n6fXB2w,"antique telehone","antique telephone",1
00746-RTV2n6fXB2w,"ceiling /otheroom","ceiling",1
00746-RTV2n6fXB2w,"chair /otherroom","chair",1
00746-RTV2n6fXB2w,"curtain /otheroom","curtain",1
00746-RTV2n6fXB2w,"door mat","doormat",3
00746-RTV2n6fXB2w,"door stoper","door stopper",2
00746-RTV2n6fXB2w,"shoes","shoe",1
00746-RTV2n6fXB2w,"stove door","door",4
00746-RTV2n6fXB2w,"tablecloth","table cloth",1
00746-RTV2n6fXB2w,"tableware","flatware",17
00746-RTV2n6fXB2w,"towel holder","towel bar",1
00746-RTV2n6fXB2w,"toy /otherroom","toy",1
00746-RTV2n6fXB2w,"tv stand door","door",2
00746-RTV2n6fXB2w,"unknown /otherroom","unknown",3
00746-RTV2n6fXB2w,"unknown kitchen stuff","unknown",17
00746-RTV2n6fXB2w,"unkown","unknown",2
00746-RTV2n6fXB2w,"wall /otheroom","wall",1
00746-RTV2n6fXB2w,"wood burner","fireplace",1
00746-RTV2n6fXB2w,"wood frame","frame",1
00750-E1NrAhMoqvB," towel","towel",1
00750-E1NrAhMoqvB,"books","book",7
00750-E1NrAhMoqvB,"cabient","cabinet",1
00750-E1NrAhMoqvB,"door ","door",3
00750-E1NrAhMoqvB,"fireplace ","fireplace",1
00750-E1NrAhMoqvB,"flower  vase","flower vase",1
00750-E1NrAhMoqvB,"flower ","flower",1
00750-E1NrAhMoqvB,"mirror ","mirror",1
00750-E1NrAhMoqvB,"night table","nightstand",1
00750-E1NrAhMoqvB,"outside","unknown",1
00750-E1NrAhMoqvB,"shelf ","shelf",2
00750-E1NrAhMoqvB,"shoes","shoe",10
00750-E1NrAhMoqvB,"sink ","sink",1
00750-E1NrAhMoqvB,"small table","table",1
00750-E1NrAhMoqvB,"tiled floor","floor",2
00750-E1NrAhMoqvB,"toilet paper holder","toilet paper dispenser",1
00750-E1NrAhMoqvB,"toilet seat ","toilet seat",1
00750-E1NrAhMoqvB,"towel holder","towel bar",1
00750-E1NrAhMoqvB,"towels","towel",10
00750-E1NrAhMoqvB,"trash bin","trashcan",3
00750-E1NrAhMoqvB,"umknown","unknown",2
00750-E1NrAhMoqvB,"unknown kitchen stuff","unknown",32
00750-E1NrAhMoqvB,"wall ","wall",1
00750-E1NrAhMoqvB,"walll","wall",1
00750-E1NrAhMoqvB,"window ","window",17
00757-LVgQNuK8vtv,"books","book",23
00757-LVgQNuK8vtv,"hood","range hood",1
00757-LVgQNuK8vtv,"night table","nightstand",4
00757-LVgQNuK8vtv,"shoes","shoe",4
